86	0.946989777
87	1.027827256
10020	1.88265003
10022	1.100492256
10027	1.570829087
1006	1.800423114
1061	1.589293747
1062	1.731176494
1063	1.122940891
108	1.03200968
1158	1.875725198
1166	1.763506663
1254	0.918969927
1257	0.965749816
1313	0.955390335
1317	1.00053662
139	1.044547635
14312	1.474601299
14313	1.554776427
14314	1.720627414
14315	1.559786315
14318	1.737576858
14319	1.50397458
1552	1.520198028
15560	2.182945873
15591	1.757431629
15592	1.802472363
15593	1.764248033
159	0.966002437
1612	0.985976422
1622	0.992240159
1651	1.01412867
1652	0.992188587
1676	0.97974631
1684	0.999432535
1739	1.061676331
1741	1.139908022
1756	1.011313674
1757	1.010812088
1793	0.984656461
1797	0.966111308
1819	0.969472853
1820	0.977919348
1829	1.707633804
1834	0.96618103
1835	0.9730498
1851	0.979013173
1852	0.937279152
1853	1.044778408
18694	1.888349515
18696	1.82428424
1872	1.017424976
1890	1.799853745
1925	1.738767651
1942	1.045987376
1943	1.026340844
1954	1.736005435
19949	1.032738296
19950	1.010357815
19951	1.038494782
2016	1.820286506
2017	0.993364565
2031	0.972041409
2053	0.984926783
2057	1.576376719
2081	0.980847485
2091	1.058144506
2106	0.898623764
2108	1.019063095
2141	1.007404291
2159	1.018510158
2166	0.998057347
2171	1.753567578
2191	0.998566657
2202	1.820648201
2212	1.027624587
2239	0.962711669
2240	0.993741307
2276	1.775383492
2278	1.017763691
2285	1.006442394
2286	0.98340014
2317	1.037598178
2370	0.937333806
2412	1.026591399
265	1.970848927
350	1.050786285
351	1.028162372
403	1.823958713
410	1.062471105
424	1.695663693
428	1.759342594
430	1.687632221
470	0.879941691
476	0.893925844
4779	1.753366352
4807	0.991937688
4826	1.046965095
484	0.975374437
4840	1.615214113
4857	0.998052485
4884	1.764046768
4900	1.049228055
4939	1.001687675
4958	1.019578914
5023	1.037464966
504	1.165446744
506	1.000142063
5104	1.756737362
5151	1.040205513
5165	1.004189578
5210	1.02318745
5236	0.991505607
5249	1.005108095
5253	1.060836502
5276	1.084674484
5279	1.008490734
531	0.959946744
5349	1.066768741
5353	1.073031195
5395	1.012719026
544	0.985526833
546	0.984858881
5486	1.855166735
5577	1.089689858
5644	1.129421644
5651	1.016455859
5717	0.985656583
5718	1.002705149
5720	1.977161501
5726	1.048763768
5741	1.86815562
5748	1.969205298
5757	1.910484995
5768	1.718835769
